iter	RMSE
205	0.07112985046
206	0.07097423531
207	0.07078681197
208	0.07060857706
209	0.07043666753
210	0.07031302196
211	0.07012642432
212	0.0700311296
213	0.0697580923
214	0.06958829425
215	0.06931423554
216	0.06911187906
217	0.06898004638
218	0.06875465742
219	0.06860718839
220	0.06842094002
221	0.0682545429
222	0.06804244731
223	0.06790762408
224	0.06778286023
225	0.06758105682
226	0.06738737452
227	0.06719426652
228	0.06705268457
229	0.066911219
230	0.06681145745
231	0.06659970122
232	0.06648189278
233	0.06636561952
234	0.06624181335
235	0.06606812437
236	0.06595733169
237	0.06580964475
238	0.06565876616
239	0.06552445045
240	0.06545739496
241	0.06525261844
242	0.06512855148
243	0.06502416383
244	0.06490291843
245	0.0647489997
246	0.06469501187
247	0.06452832397
248	0.06439503751
249	0.06423813657
250	0.06409441881
251	0.06394443584
252	0.06384484981
253	0.06361992386
254	0.06351645819
255	0.06340163373
256	0.06330361387
257	0.06313287351
258	0.06305883738
259	0.06292790597
260	0.06276138217
261	0.0626353967
262	0.0625182159
263	0.06241782385
264	0.06234488138
265	0.06217371796
266	0.06204058669
267	0.06191964612
268	0.06176988231
269	0.06170372472
270	0.06158396028
271	0.06135645252
272	0.06122175952
273	0.06101208135
274	0.06098386775
275	0.06087370703
276	0.06076602607
277	0.06061365903
278	0.06056017048
279	0.06039267727
280	0.06027556789
281	0.06019242092
282	0.06005374714
283	0.05986443332
284	0.05975364287
285	0.05963407117
286	0.05953191567
287	0.05933769129
288	0.05923394631
289	0.05909601839
290	0.05898931227
291	0.05890452119
292	0.05887958865
293	0.05877140893
294	0.05865953221
295	0.05854764249
296	0.05849052756
297	0.05843665272
298	0.05829076068
299	0.0582611233
300	0.05817317677
301	0.05801319408
302	0.05788443183
303	0.05772477892
304	0.05765971617
305	0.05757378058
306	0.05745854916
307	0.05743593347
308	0.05729704424
309	0.0571576308
310	0.05708391347
311	0.05697818744
312	0.05692246594
313	0.05678348859
314	0.05672374733
315	0.05661996116
316	0.05649453568
317	0.05635056043
318	0.05623147637
319	0.05616696668
320	0.05603145246
321	0.05596025002
322	0.05589551983
323	0.05579081738
324	0.05572128012
325	0.05566658484
326	0.05555394863
327	0.05544548567
328	0.05528878147
329	0.05517515498
330	0.05505111136
331	0.05492791017
332	0.05483806844
333	0.05480839597
334	0.0547542054
335	0.05466422314
336	0.05461062036
337	0.05447968594
338	0.05438201513
339	0.05425977655
340	0.05417194604
341	0.05405935404
342	0.05391397233
343	0.05379904539
344	0.05372885646
345	0.053663176
346	0.0536000968
347	0.05350199593
348	0.05348273344
349	0.05346678366
350	0.0533591219
351	0.05323192357
352	0.05311206886
353	0.05309551087
354	0.05304238793
355	0.05291574846
356	0.05281611424
357	0.05270657241
358	0.05256577496
359	0.05248258671
360	0.05240384679
361	0.05230540905
362	0.05218274855
363	0.05214361059
364	0.05201927055
365	0.05191330946
366	0.05179626026
367	0.05175887121
368	0.05172086851
369	0.05163946061
370	0.05152942338
371	0.05140462197
372	0.05125263602
373	0.05112885762
374	0.05104948139
375	0.05096382589
376	0.05087022483
377	0.05080428168
378	0.05071057992
379	0.05065598953
380	0.05051637797
381	0.05041393127
382	0.05035694269
383	0.05026644594
384	0.05020691764
385	0.05007833455
386	0.04992659585
387	0.04986552716
388	0.04979326728
389	0.04977101357
390	0.04964849365
391	0.0495411268
392	0.04952906525
393	0.04940651994
394	0.04930300192
395	0.04915267185
396	0.04901570924
397	0.04890864697
398	0.04885917831
399	0.04877866309
400	0.04867473788
401	0.04854164933
402	0.048420225
403	0.04829120691
404	0.04825920171
405	0.04816410084
406	0.04812733351
407	0.04801741436
408	0.04794736358
409	0.04784780403
410	0.04779084212
411	0.0477142197
412	0.04763149874
413	0.04753322136
414	0.04746000915
415	0.0473743955
416	0.04729422395
417	0.0472528988
418	0.04715309853
419	0.04704994624
420	0.04695449831
421	0.04682602909
422	0.04674144157
423	0.0466391481
424	0.04655351326
425	0.04645828759
426	0.04644806362
427	0.04636028999
428	0.04623215508
429	0.04616410536
430	0.04607020558
431	0.04595876255
432	0.0458726614
433	0.0457722295
434	0.04571820129
435	0.04563788209
436	0.04559191421
437	0.04553414884
438	0.04543939459
439	0.04543001412
440	0.04537608866
441	0.04524413661
442	0.04513347716
443	0.04503825053
444	0.04495187055
445	0.04484605717
446	0.0447222275
447	0.04460921089
448	0.04453379826
449	0.04446833263
450	0.04438415672
451	0.04435101146
452	0.04424294987
453	0.04415131
454	0.04410862154
455	0.04401997681
456	0.0439307104
457	0.04385410721
458	0.04375074837
459	0.04369210543
460	0.04358780424
461	0.04355128224
462	0.04348754885
463	0.04340690171
464	0.0433565963
465	0.04326585581
466	0.04317537757
467	0.04307428039
468	0.04298155096
469	0.04287400619
470	0.0428088001
471	0.04273685405
472	0.04259358826
473	0.0425298313
474	0.04242967725
475	0.04235124204
476	0.04230150972
477	0.04218208772
478	0.04207910151
479	0.04204132714
480	0.04192128292
481	0.04184027256
482	0.04172894714
483	0.0417012603
484	0.0416270874
485	0.04156911259
486	0.04153483851
487	0.04146844917
488	0.04138112467
489	0.04131436557
490	0.04124213365
491	0.04117998249
492	0.04110896624
493	0.04109773999
494	0.0410249549
495	0.04093275997
496	0.04088407438
497	0.04082042645
498	0.04078712406
499	0.04070546495
500	0.04063116344
501	0.04053643272
502	0.04044525275
503	0.04033345217
504	0.04026278718
505	0.04015160896
506	0.04006375814
507	0.04000816097
508	0.03990572998
509	0.03985635412
510	0.03978116186
511	0.03974489665
512	0.0396785543
513	0.03962476086
514	0.03954811691
515	0.03947456176
516	0.03944226309
517	0.03937144928
518	0.0393214622
519	0.03922135575
520	0.03920528762
521	0.03914850353
522	0.0391066899
523	0.03905861319
524	0.03902979487
525	0.03895783066
526	0.0389254825
527	0.03887794832
528	0.0388136306
529	0.038760315
530	0.03867988445
531	0.03860460015
532	0.03853614756
533	0.0384653534
534	0.03841522816
535	0.03834770213
536	0.03832493649
537	0.03825161544
538	0.03818203107
539	0.03812585838
540	0.03806133852
541	0.0379709146
542	0.03793152253
543	0.03780788836
544	0.03772123088
545	0.03766855421
546	0.03759426341
547	0.03751572065
548	0.03744681451
549	0.03737841737
550	0.03729406926
551	0.03720043043
552	0.03713550994
553	0.0371180067
554	0.03705315507
555	0.03696509618
556	0.03695018568
557	0.0368753529
558	0.03680404082
559	0.03675099217
560	0.03669564112
561	0.0366125964
562	0.03650941473
563	0.03645502176
564	0.03640618093
565	0.03635673439
566	0.03629167976
567	0.03620505076
568	0.03615721482
569	0.0360563452
570	0.0359879336
571	0.0359609304
572	0.03589552469
573	0.03584970575
574	0.03576866436
575	0.03572062901
576	0.03566508974
577	0.0355727502
578	0.03545937472
579	0.03544757504
580	0.03537936233
581	0.03530506614
582	0.03521802968
583	0.03517783091
584	0.03511455337
585	0.03503512406
586	0.03496629223
587	0.03495742831
588	0.03492133921
589	0.03482723414
590	0.03477275798
591	0.03470381005
592	0.03464761327
593	0.03454220602
594	0.03447306513
595	0.03442865028
596	0.03433755588
597	0.03424096237
598	0.03417207371
599	0.03412867711
600	0.03407882834
601	0.03398702166
602	0.03391752967
603	0.03386139546
604	0.03378759072
605	0.0337087943
606	0.033656048
607	0.03359788034
608	0.03352149315
609	0.0334358688
610	0.03336427933
611	0.033307731
612	0.03327805213
613	0.03320595772
614	0.0331566248
615	0.03310637758
616	0.03306197168
617	0.03300533654
618	0.0329351808
619	0.03287001321
620	0.03280072665
621	0.03275594953
622	0.03270694484
623	0.03267549919
624	0.03261660691
625	0.03259112078
626	0.03254286779
627	0.03247618572
628	0.03245794264
629	0.03240680454
630	0.03228023391
631	0.03220569499
632	0.03211346683
633	0.0320829499
634	0.03200836881
635	0.03193475513
636	0.0318542902
637	0.03180489901
638	0.03174394013
639	0.03166738779
640	0.03160395685
641	0.03156141847
642	0.0314980496
643	0.03143427257
644	0.03138580252
645	0.03132865634
646	0.03123970656
647	0.03123377614
648	0.0311728669
649	0.03112296259
650	0.03111174918
651	0.03110383498
652	0.03103677101
653	0.0309774972
654	0.03093768043
655	0.03087092305
656	0.03081384314
657	0.03077642143
658	0.03073975123
659	0.03070172385
660	0.0306481025
661	0.03056981
662	0.03053109152
663	0.03044296074
664	0.03039339892
665	0.03031503987
666	0.03025910616
667	0.0302120452
668	0.03018077246
669	0.03016295496
670	0.03012814276
671	0.0300702838
672	0.03001969118
673	0.02994471267
674	0.02992798468
675	0.02984894741
676	0.02980677297
677	0.02974606744
678	0.02970485104
679	0.02961901928
680	0.02954772867
681	0.02950771579
682	0.02945802286
683	0.0293971877
684	0.02938549792
685	0.0293410043
686	0.02929674526
687	0.02922630412
688	0.02918674432
689	0.02913964375
690	0.02908353649
691	0.02900760576
692	0.02892932891
693	0.02889776453
694	0.02883380858
695	0.02877822557
696	0.02872200585
697	0.02870918144
698	0.02864996894
699	0.02863393808
700	0.02861187388
701	0.02856884093
702	0.02851266103
703	0.02847732954
704	0.02842536707
705	0.02838527323
706	0.02831822543
707	0.02829480893
708	0.0282498034
709	0.02821086814
710	0.02816027261
711	0.02813007781
712	0.02806938696
713	0.02801448085
714	0.02796238127
715	0.02795520021
716	0.02790950517
717	0.02785383078
718	0.02777538158
719	0.02772877653
720	0.02766540706
721	0.02761970566
722	0.02760233529
723	0.02755270451
724	0.02751997472
725	0.02746302025
726	0.02739255204
727	0.02738474
728	0.02734631832
729	0.02727252228
730	0.02726413072
731	0.02722640063
732	0.0271727385
733	0.02711690339
734	0.02707903251
735	0.02702717132
736	0.02696744517
737	0.02693188441
738	0.02687365231
739	0.0268271036
740	0.02679534703
741	0.02675259272
742	0.02671368497
743	0.02666663128
744	0.02661278646
745	0.02657174116
746	0.02654426439
747	0.02650700932
748	0.02647780081
749	0.02646416018
750	0.02639857489
751	0.02638062467
752	0.02633983825
753	0.02630391489
754	0.02624828925
755	0.02620463469
756	0.02617030488
757	0.02612251508
758	0.02608797051
759	0.0260441301
760	0.02600730465
761	0.02595971916
762	0.02591479518
763	0.02586378155
764	0.02582610417
765	0.02577945728
766	0.02573063823
767	0.02569417228
768	0.02568927253
769	0.02563048275
770	0.02562292953
771	0.02560774031
772	0.02552791473
773	0.02549255915
774	0.02545406708
775	0.02542800673
776	0.0253853417
777	0.02536851679
778	0.02532813466
779	0.02532363798
780	0.02527749131
781	0.02523038197
782	0.02518072544
783	0.02516205961
784	0.02511250732
785	0.02507112002
786	0.02502380859
787	0.02500048044
788	0.02493707643
789	0.02493202564
790	0.02492539632
791	0.02490106707
792	0.02488385957
793	0.02484525605
794	0.02479798472
795	0.02478927291
796	0.02474105161
797	0.02469424018
798	0.0246618804
799	0.02461339842
800	0.02456426047
801	0.02452986125
802	0.0244953184
803	0.02443075138
804	0.02437224048
805	0.02436414466
806	0.0243140368
807	0.02426502357
808	0.02424625018
809	0.02423861327
810	0.02419681525
811	0.02415713526
812	0.02408667055
813	0.02401774563
814	0.02399308945
815	0.02395969174
816	0.02388769575
817	0.02384528518
818	0.02380413499
819	0.02376197691
820	0.0237424849
821	0.02369984447
822	0.02367896661
823	0.02364322116
824	0.02362012923
825	0.02359424899
826	0.02355724928
827	0.02350791926
828	0.02343992962
829	0.02339407694
830	0.02335558612
831	0.02331991611
832	0.0232924287
833	0.02324218091
834	0.02319974917
835	0.02313873301
836	0.02311069587
837	0.02307767506
838	0.02302756587
839	0.02298514741
840	0.02295256854
841	0.0228938945
842	0.02286887585
843	0.02285666406
844	0.02281005054
845	0.02276844237
846	0.02274564515
847	0.02272267408
848	0.02267932252
849	0.02266014351
850	0.02265686489
851	0.02260758229
852	0.02258506024
853	0.02256601429
854	0.02252002033
855	0.02248453978
856	0.02244980698
857	0.02239539898
858	0.02235478836
859	0.02232311943
860	0.02231837377
861	0.02228874688
862	0.02225893359
863	0.02223752635
864	0.02218752064
865	0.0221674286
866	0.02212484071
867	0.02209046562
868	0.0220500905
869	0.02202595697
870	0.02197777895
871	0.02194872718
872	0.02190634472
873	0.02187916977
874	0.02185059117
875	0.02181967653
876	0.02177551155
877	0.021726951
878	0.02168858195
879	0.02168462864
880	0.02164040988
881	0.02156925129
882	0.02155142432
883	0.02152560626
884	0.02148742206
885	0.02144838688
886	0.02140492135
887	0.02136589027
888	0.02134649251
889	0.02131355454
890	0.02128470586
891	0.02127237446
892	0.02122990814
893	0.02119517969
894	0.02116455376
895	0.02113244561
896	0.02110124792
897	0.02106489054
898	0.02103218037
899	0.02101832983
900	0.02097814323
901	0.02093557104
902	0.02089954568
903	0.0208668385
904	0.02082548549
905	0.02078855129
906	0.0207668037
907	0.02072411459
908	0.02070328325
909	0.02068016446
910	0.02067380622
911	0.02065088067
912	0.02061662767
913	0.02058379949
914	0.02055287773
915	0.02052302257
916	0.02048910182
917	0.020472087
918	0.02044917417
919	0.02041406866
920	0.02037031566
921	0.02035017535
922	0.02034581982
923	0.02029192948
924	0.02024234574
925	0.02021300424
926	0.02019075391
927	0.02016498385
928	0.02014733513
929	0.02010184378
930	0.02006965714
931	0.02003645526
932	0.0200029553
933	0.01995348339
934	0.01991153081
935	0.01989298133
936	0.01989024451
937	0.01988024279
938	0.019852209
939	0.01983682298
940	0.01980569479
941	0.01980251193
942	0.01976658589
943	0.01976401617
944	0.01974436279
945	0.0197082591
946	0.01967819378
947	0.01964835967
948	0.01960702225
949	0.01958264027
950	0.01954624304
951	0.01952281027
952	0.01949635993
953	0.01947100539
954	0.01943810852
955	0.01939141631
956	0.01936398422
957	0.01936051862
958	0.01932977555
959	0.01929894553
960	0.01927356219
961	0.01926856817
962	0.01922215661
963	0.01919891133
964	0.01917409582
965	0.01914274227
966	0.01910959862
967	0.01906938377
968	0.01903594032
969	0.01900674555
970	0.01898442546
971	0.0189818572
972	0.01895133186
973	0.0189210359
974	0.0188980601
975	0.01887246205
976	0.01885617494
977	0.01883511726
978	0.0188153788
979	0.01878990139
980	0.01874637104
981	0.01871425223
982	0.01867855026
983	0.01865665614
984	0.01863853644
985	0.01859655727
986	0.01857030718
987	0.01854070985
988	0.0185164635
989	0.01847953981
990	0.01844471746
991	0.0184119136
992	0.01838119172
993	0.01835663429
994	0.01832798514
995	0.01830662636
996	0.01826683823
997	0.01822503083
998	0.018178952
999	0.01815585042
